source,target,status
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/1-1-ajustes-trabajadores-y-turnos/1-1-1-ajustes/,/manual/planificacion/como-empezar-en-aturnos/,301
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/1-1-ajustes-trabajadores-y-turnos/1-1-2-trabajadores/,/manual/planificacion/como-empezar-en-aturnos/,301
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/1-1-ajustes-trabajadores-y-turnos/1-1-3-roles-de-usuario-en-aturnos/,/manual/planificacion/como-empezar-en-aturnos/,301
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/1-2-planificar/,/manual/planificacion/como-empezar-en-aturnos/,301
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/1-2-planificar/1-2-1-turnos-fijos/,/manual/planificacion/como-empezar-en-aturnos/,301
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/1-2-planificar/1-2-2-turnos-rotativos-1/,/manual/planificacion/como-empezar-en-aturnos/,301
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/1-2-planificar/1-2-3-turnos-rotativos-2/,/manual/planificacion/como-empezar-en-aturnos/,301
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/1-2-planificar/1-2-4-turnos-muy-cambiantes/,/manual/planificacion/como-empezar-en-aturnos/,301
https://manual.aturnos.com/documentation/2-3-como-asignar-vacaciones-y-absentismos/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/2-3-como-asignar-vacaciones-y-absentismos/6277-2/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/2-3-como-asignar-vacaciones-y-absentismos/como-aceptar-o-denegar-peticiones/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/2-3-como-asignar-vacaciones-y-absentismos/como-borrar-las-vacaciones-de-una-peticion-ya-aceptada/,/manual/planificacion/guia-de-tui/,301
